RH	(%)			
2010	4	28	5	0.9796
2010	4	28	6	0.972
2010	4	28	7	0.96565
2010	4	28	8	0.9616
2010	4	28	9	0.9588
2010	4	28	10	0.95595
2010	4	28	11	0.96165
2010	4	28	12	0.9581
2010	4	28	13	0.96735
2010	4	28	14	0.96875
2010	4	28	15	0.9645
2010	4	28	16	0.9116
2010	4	28	17	0.8477
2010	4	28	18	0.86445
2010	4	28	19	0.84825
2010	4	28	20	0.8843
2010	4	28	21	0.8829
2010	4	28	22	0.87275
2010	4	28	23	0.88525
2010	4	29	0	0.8553
2010	4	29	1	0.8472
2010	4	29	2	0.9025
2010	4	29	3	0.90605
2010	4	29	4	0.9167
2010	4	29	5	0.9232
2010	4	29	6	0.95745
2010	4	29	7	0.95225
2010	4	29	8	0.95195
2010	4	29	9	0.9505
2010	4	29	10	0.94855
2010	4	29	11	0.9458
2010	4	29	12	0.95
2010	4	29	13	0.955
2010	4	29	14	0.93675
2010	4	29	15	0.95535
2010	4	29	16	0.9632
2010	4	29	17	0.9678
2010	4	29	18	0.96965
2010	4	29	19	0.97005
2010	4	29	20	0.96955
2010	4	29	21	0.96955
2010	4	29	22	0.9694
2010	4	29	23	0.96785
2010	4	30	0	0.9687
2010	4	30	1	0.96935
2010	4	30	2	0.96905
2010	4	30	3	0.9682
2010	4	30	4	0.9682
2010	4	30	5	0.96905
2010	4	30	6	0.96905
2010	4	30	7	0.96905
2010	4	30	8	0.96905
2010	4	30	9	0.9676
2010	4	30	10	0.9647
2010	4	30	11	0.96295
2010	4	30	12	0.9619
2010	4	30	13	0.95265
2010	4	30	14	0.9691
2010	4	30	15	0.97965
2010	4	30	16	0.98125
2010	4	30	17	0.9846
2010	4	30	18	0.98645
2010	4	30	19	0.9876
2010	4	30	20	0.9848
2010	4	30	21	0.98195
2010	4	30	22	0.9828
2010	4	30	23	0.98275
2010	5	1	0	0.98175
2010	5	1	1	0.98075
2010	5	1	2	0.98075
2010	5	1	3	0.9809
2010	5	1	4	0.97875
2010	5	1	5	0.9756
2010	5	1	6	0.97445
2010	5	1	7	0.9703
2010	5	1	8	0.95665
2010	5	1	9	0.9423
2010	5	1	10	0.94965
2010	5	1	11	0.9522
2010	5	1	12	0.9511
2010	5	1	13	0.9618
2010	5	1	14	0.95595
2010	5	1	15	0.9775
2010	5	1	16	0.9804
2010	5	1	17	0.9772
2010	5	1	18	0.9791
2010	5	1	19	0.9794
2010	5	1	20	0.9768
2010	5	1	21	0.97665
2010	5	1	22	0.9785
2010	5	1	23	0.9773
2010	5	2	0	0.9775
2010	5	2	1	0.97495
2010	5	2	2	0.975
2010	5	2	3	0.9748
2010	5	2	4	0.97005
2010	5	2	5	0.9675
2010	5	2	6	0.96535
2010	5	2	7	0.9631
2010	5	2	8	0.92345
2010	5	2	9	0.9022
2010	5	2	10	0.8671
2010	5	2	11	0.8276
2010	5	2	12	0.7907
2010	5	2	13	0.7627
2010	5	2	14	0.71455
2010	5	2	15	0.68585
2010	5	2	16	0.67955
2010	5	2	17	0.65015
2010	5	2	18	0.68885
2010	5	2	19	0.70245
2010	5	2	20	0.6996
2010	5	2	21	0.7201
2010	5	2	22	0.73685
2010	5	2	23	0.77025
2010	5	3	0	0.73385
2010	5	3	1	0.67245
2010	5	3	2	0.665
2010	5	3	3	0.64035
2010	5	3	4	0.66685
2010	5	3	5	0.69505
2010	5	3	6	0.6981
2010	5	3	7	0.67935
2010	5	3	8	0.6475
2010	5	3	9	0.5792
2010	5	3	10	0.5093
2010	5	3	11	0.50095
2010	5	3	12	0.5693
2010	5	3	13	0.5315
2010	5	3	14	0.507
2010	5	3	15	0.46985
2010	5	3	16	0.4762
2010	5	3	17	0.49005
2010	5	3	18	0.45755
2010	5	3	19	0.494
2010	5	3	20	0.4634
2010	5	3	21	0.4546
2010	5	3	22	0.60555
2010	5	3	23	0.9152
2010	5	4	0	0.9109
2010	5	4	1	0.9134
2010	5	4	2	0.81885
2010	5	4	3	0.7421
2010	5	4	4	0.69965
2010	5	4	5	0.7007
2010	5	4	6	0.65115
2010	5	4	7	0.52335
2010	5	4	8	0.597
2010	5	4	9	0.5148
2010	5	4	10	0.44295
2010	5	4	11	0.505
2010	5	4	12	0.48215
2010	5	4	13	0.44345
2010	5	4	14	0.42215
2010	5	4	15	0.42925
2010	5	4	16	0.41135
2010	5	4	17	0.4053
2010	5	4	18	0.4673
2010	5	4	19	0.51965
2010	5	4	20	0.53195
2010	5	4	21	0.50705
2010	5	4	22	0.43015
2010	5	4	23	0.49265
2010	5	5	0	0.44055
2010	5	5	1	0.47385
2010	5	5	2	0.4742
2010	5	5	3	0.35535
2010	5	5	4	0.37175
2010	5	5	5	0.3759
2010	5	5	6	0.35555
2010	5	5	7	0.29955
2010	5	5	8	0.3082
2010	5	5	9	0.31145
2010	5	5	10	0.31855
2010	5	5	11	0.3912
2010	5	5	12	0.4288
2010	5	5	13	0.4626
2010	5	5	14	0.4744
2010	5	5	15	0.7201
2010	5	5	16	0.92465
2010	5	5	17	0.99375
2010	5	5	18	0.9909
2010	5	5	19	0.9927
2010	5	5	20	0.99175
2010	5	5	21	0.9843
2010	5	5	22	0.97835
2010	5	5	23	0.9722
2010	5	6	0	0.9609
2010	5	6	1	0.9565
2010	5	6	2	0.9542
2010	5	6	3	0.94695
2010	5	6	4	0.94685
2010	5	6	5	0.94395
2010	5	6	6	0.9377
2010	5	6	7	0.9353
2010	5	6	8	0.9329
2010	5	6	9	0.9283
2010	5	6	10	0.90335
2010	5	6	11	0.904
2010	5	6	12	0.87685
2010	5	6	13	0.83185
2010	5	6	14	0.81105
2010	5	6	15	0.87405
2010	5	6	16	0.94545
2010	5	6	17	0.92695
2010	5	6	18	0.90795
2010	5	6	19	0.9597
2010	5	6	20	0.94105
2010	5	6	21	0.95595
2010	5	6	22	0.9486
2010	5	6	23	0.91385
2010	5	7	0	0.9402
2010	5	7	1	0.93505
2010	5	7	2	0.9331
2010	5	7	3	0.93865
2010	5	7	4	0.93545
2010	5	7	5	0.9343
2010	5	7	6	0.88315
2010	5	7	7	0.7268
2010	5	7	8	0.7431
2010	5	7	9	0.63445
2010	5	7	10	0.55395
2010	5	7	11	0.4932
2010	5	7	12	0.30935
2010	5	7	13	0.35625
2010	5	7	14	0.3684
2010	5	7	15	0.4481
2010	5	7	16	0.3851
2010	5	7	17	0.4148
2010	5	7	18	0.42445
2010	5	7	19	0.63565
2010	5	7	20	0.7576
2010	5	7	21	0.60725
2010	5	7	22	0.5434
2010	5	7	23	0.42765
2010	5	8	0	0.4226
2010	5	8	1	0.41345
2010	5	8	2	0.48415
2010	5	8	3	0.4517
2010	5	8	4	0.5048
2010	5	8	5	0.4967
2010	5	8	6	0.4916
2010	5	8	7	0.43
2010	5	8	8	0.34025
2010	5	8	9	0.3346
2010	5	8	10	0.36065
2010	5	8	11	0.33295
2010	5	8	12	0.3698
2010	5	8	13	0.3678
2010	5	8	14	0.32195
2010	5	8	15	0.3088
2010	5	8	16	0.3304
2010	5	8	17	0.324
2010	5	8	18	0.3847
2010	5	8	19	0.4474
2010	5	8	20	0.6435
2010	5	8	21	0.746
2010	5	8	22	0.72825
2010	5	8	23	0.7027
2010	5	9	0	0.71115
2010	5	9	1	0.72875
2010	5	9	2	0.715
2010	5	9	3	0.66535
2010	5	9	4	0.69175
2010	5	9	5	0.719
2010	5	9	6	0.64485
2010	5	9	7	0.52585
2010	5	9	8	0.4976
2010	5	9	9	0.4778
2010	5	9	10	0.41125
2010	5	9	11	0.36745
2010	5	9	12	0.3593
2010	5	9	13	0.34265
2010	5	9	14	0.3153
2010	5	9	15	0.3414
2010	5	9	16	0.3357
2010	5	9	17	0.39085
2010	5	9	18	0.47185
2010	5	9	19	0.53095
2010	5	9	20	0.6183
2010	5	9	21	0.63075
2010	5	9	22	0.61475
2010	5	9	23	0.5992
2010	5	10	0	0.6959
2010	5	10	1	0.8712
2010	5	10	2	0.9462
2010	5	10	3	0.97395
2010	5	10	4	0.9941
2010	5	10	5	0.99235
2010	5	10	6	0.9988
2010	5	10	7	0.99095
2010	5	10	8	0.8826
2010	5	10	9	0.73305
2010	5	10	10	0.7038
2010	5	10	11	0.6576
2010	5	10	12	0.6105
2010	5	10	13	0.58245
2010	5	10	14	0.6128
2010	5	10	15	0.4702
2010	5	10	16	0.4973
2010	5	10	17	0.55575
2010	5	10	18	0.68515
2010	5	10	19	0.9567
2010	5	10	20	0.98255
2010	5	10	21	0.9924
2010	5	10	22	0.99975
2010	5	10	23	1
2010	5	11	0	1
2010	5	11	1	1
2010	5	11	2	1
2010	5	11	3	1
2010	5	11	4	1
2010	5	11	5	1
2010	5	11	6	1
2010	5	11	7	0.9994
2010	5	11	8	0.99815
2010	5	11	9	0.99475
2010	5	11	10	0.99285
2010	5	11	11	0.99225
2010	5	11	12	0.9917
2010	5	11	13	0.9927
2010	5	11	14	0.9931
2010	5	11	15	0.9977
2010	5	11	16	0.99805
2010	5	11	17	0.99885
2010	5	11	18	0.9991
2010	5	11	19	1
2010	5	11	20	1
2010	5	11	21	1
2010	5	11	22	1
2010	5	11	23	0.9995
2010	5	12	0	0.99645
2010	5	12	1	0.9957
2010	5	12	2	0.99605
2010	5	12	3	0.99485
2010	5	12	4	0.99435
2010	5	12	5	0.9951
2010	5	12	6	0.99385
2010	5	12	7	0.9877
2010	5	12	8	0.99075
2010	5	12	9	0.9855
2010	5	12	10	0.96065
2010	5	12	11	0.9295
2010	5	12	12	0.86285
2010	5	12	13	0.83805
2010	5	12	14	0.87915
2010	5	12	15	0.84925
2010	5	12	16	0.7699
2010	5	12	17	0.7771
2010	5	12	18	0.9091
2010	5	12	19	0.9615
2010	5	12	20	0.96195
2010	5	12	21	0.96275
2010	5	12	22	0.95755
2010	5	12	23	0.9559
2010	5	13	0	0.93725
2010	5	13	1	0.913
2010	5	13	2	0.90355
2010	5	13	3	0.9039
2010	5	13	4	0.91305
2010	5	13	5	0.89645
2010	5	13	6	0.84335
2010	5	13	7	0.76865
2010	5	13	8	0.7468
2010	5	13	9	0.7026
2010	5	13	10	0.61655
2010	5	13	11	0.6019
2010	5	13	12	0.5811
2010	5	13	13	0.57945
2010	5	13	14	0.61605
2010	5	13	15	0.657
2010	5	13	16	0.601
2010	5	13	17	0.81335
2010	5	13	18	0.8087
2010	5	13	19	0.88775
2010	5	13	20	0.96405
2010	5	13	21	0.97525
2010	5	13	22	0.96685
2010	5	13	23	0.97345
2010	5	14	0	0.95505
2010	5	14	1	0.957
2010	5	14	2	0.9722
2010	5	14	3	0.9474
2010	5	14	4	0.95015
2010	5	14	5	0.9814
2010	5	14	6	0.9507
2010	5	14	7	0.8199
2010	5	14	8	0.8405
2010	5	14	9	0.8158
2010	5	14	10	0.75165
2010	5	14	11	0.658
2010	5	14	12	0.5632
2010	5	14	13	0.53555
2010	5	14	14	0.3823
2010	5	14	15	0.54885
2010	5	14	16	0.5431
2010	5	14	17	0.69125
2010	5	14	18	0.7429
2010	5	14	19	0.8448
2010	5	14	20	0.9212
2010	5	14	21	0.88425
2010	5	14	22	0.76435
2010	5	14	23	0.884
2010	5	15	0	0.85725
2010	5	15	1	0.82565
2010	5	15	2	0.87805
2010	5	15	3	0.88905
2010	5	15	4	0.93085
2010	5	15	5	0.9094
2010	5	15	6	0.6889
2010	5	15	7	0.48155
2010	5	15	8	0.4616
2010	5	15	9	0.4387
2010	5	15	10	0.38225
2010	5	15	11	0.32955
2010	5	15	12	0.3941
2010	5	15	13	0.46605
2010	5	15	14	0.4339
2010	5	15	15	0.40655
2010	5	15	16	0.34655
2010	5	15	17	0.35905
2010	5	15	18	0.4285
2010	5	15	19	0.5854
2010	5	15	20	0.69285
2010	5	15	21	0.73655
2010	5	15	22	0.7818
2010	5	15	23	0.7618
2010	5	16	0	0.76185
2010	5	16	1	0.74615
2010	5	16	2	0.78015
2010	5	16	3	0.7756
2010	5	16	4	0.74955
2010	5	16	5	0.70825
2010	5	16	6	0.5
2010	5	16	7	0.3887
2010	5	16	8	0.38135
2010	5	16	9	0.4124
2010	5	16	10	0.3816
2010	5	16	11	0.37285
2010	5	16	12	0.28505
2010	5	16	13	0.36225
2010	5	16	14	0.37415
2010	5	16	15	0.31565
2010	5	16	16	0.36895
2010	5	16	17	0.35455
2010	5	16	18	0.37965
2010	5	16	19	0.4519
2010	5	16	20	0.52105
2010	5	16	21	0.56665
2010	5	16	22	0.51815
2010	5	16	23	0.51495
2010	5	17	0	0.5001
2010	5	17	1	0.45035
2010	5	17	2	0.3912
2010	5	17	3	0.39305
2010	5	17	4	0.42905
2010	5	17	5	0.49075
2010	5	17	6	0.448
2010	5	17	7	0.34225
2010	5	17	8	0.3017
2010	5	17	9	0.3139
2010	5	17	10	0.3179
2010	5	17	11	0.37895
2010	5	17	12	0.31525
2010	5	17	13	0.27135
2010	5	17	14	0.33355
2010	5	17	15	0.3554
2010	5	17	16	0.3792
2010	5	17	17	0.3827
2010	5	17	18	0.40535
2010	5	17	19	0.46645
2010	5	17	20	0.44515
2010	5	17	21	0.5224
2010	5	17	22	0.5961
2010	5	17	23	0.5861
2010	5	18	0	0.6221
2010	5	18	1	0.60115
2010	5	18	2	0.6187
2010	5	18	3	0.636
2010	5	18	4	0.69495
2010	5	18	5	0.7335
2010	5	18	6	0.78165
2010	5	18	7	0.79165
2010	5	18	8	0.864
2010	5	18	9	0.89565
2010	5	18	10	0.8565
2010	5	18	11	0.7839
2010	5	18	12	0.88515
2010	5	18	13	0.8672
2010	5	18	14	0.9045
2010	5	18	15	0.9732
2010	5	18	16	0.97785
2010	5	18	17	0.99255
2010	5	18	18	0.99925
2010	5	18	19	1
2010	5	18	20	1
2010	5	18	21	1
2010	5	18	22	1
2010	5	18	23	1
2010	5	19	0	0.9576
2010	5	19	1	0.90605
2010	5	19	2	0.93695
2010	5	19	3	0.95
2010	5	19	4	0.9591
2010	5	19	5	0.96955
2010	5	19	6	0.92985
2010	5	19	7	0.9152
2010	5	19	8	0.8745
2010	5	19	9	0.80985
2010	5	19	10	0.7445
2010	5	19	11	0.6923
2010	5	19	12	0.6795
2010	5	19	13	0.66255
2010	5	19	14	0.65785
2010	5	19	15	0.69395
2010	5	19	16	0.75875
2010	5	19	17	0.7594
2010	5	19	18	0.68725
2010	5	19	19	0.72635
2010	5	19	20	0.8699
2010	5	19	21	0.7826
2010	5	19	22	0.83335
2010	5	19	23	0.902
2010	5	20	0	0.8033
2010	5	20	1	0.74405
2010	5	20	2	0.73705
2010	5	20	3	0.8119
2010	5	20	4	0.73495
2010	5	20	5	0.7008
2010	5	20	6	0.65125
2010	5	20	7	0.58365
2010	5	20	8	0.6248
2010	5	20	9	0.7716
2010	5	20	10	0.96245
2010	5	20	11	0.9787
2010	5	20	12	0.9449
2010	5	20	13	0.8704
2010	5	20	14	0.7881
2010	5	20	15	0.66155
2010	5	20	16	0.6834
2010	5	20	17	0.62525
2010	5	20	18	0.59885
2010	5	20	19	0.67505
2010	5	20	20	0.8323
2010	5	20	21	0.8381
2010	5	20	22	0.7805
2010	5	20	23	0.75505
2010	5	21	0	0.8007
2010	5	21	1	0.79515
2010	5	21	2	0.74405
2010	5	21	3	0.69295
2010	5	21	4	0.61595
2010	5	21	5	0.598
2010	5	21	6	0.48845
2010	5	21	7	0.50585
2010	5	21	8	0.54715
2010	5	21	9	0.6966
2010	5	21	10	0.6755
2010	5	21	11	0.6378
2010	5	21	12	0.6745
2010	5	21	13	0.7125
2010	5	21	14	0.6487
2010	5	21	15	0.5898
2010	5	21	16	0.5688
2010	5	21	17	0.75725
2010	5	21	18	0.77675
2010	5	21	19	0.7821
2010	5	21	20	0.9699
2010	5	21	21	0.99855
2010	5	21	22	1
2010	5	21	23	1
2010	5	22	0	0.9998
2010	5	22	1	0.99795
2010	5	22	2	0.9925
2010	5	22	3	0.9895
2010	5	22	4	0.98765
2010	5	22	5	0.9875
2010	5	22	6	0.9878
2010	5	22	7	0.98615
2010	5	22	8	0.98305
2010	5	22	9	0.9744
2010	5	22	10	0.9674
2010	5	22	11	0.88135
2010	5	22	12	0.76465
2010	5	22	13	0.72105
2010	5	22	14	0.6854
2010	5	22	15	0.56255
2010	5	22	16	0.5407
2010	5	22	17	0.4627
2010	5	22	18	0.48725
2010	5	22	19	0.58855
2010	5	22	20	0.5932
2010	5	22	21	0.5921
2010	5	22	22	0.62105
2010	5	22	23	0.8126
2010	5	23	0	0.8472
2010	5	23	1	0.8811
2010	5	23	2	0.9065
2010	5	23	3	0.85975
2010	5	23	4	0.77305
2010	5	23	5	0.8266
2010	5	23	6	0.79125
2010	5	23	7	0.73545
2010	5	23	8	0.72135
2010	5	23	9	0.68725
2010	5	23	10	0.6619
2010	5	23	11	0.59955
2010	5	23	12	0.53655
2010	5	23	13	0.4898
2010	5	23	14	0.5092
2010	5	23	15	0.52195
2010	5	23	16	0.69605
2010	5	23	17	0.93615
2010	5	23	18	0.97625
2010	5	23	19	0.9745
2010	5	23	20	0.9819
2010	5	23	21	0.98255
2010	5	23	22	0.9784
2010	5	23	23	0.9949
2010	5	24	0	0.9938
2010	5	24	1	0.99425
2010	5	24	2	0.99475
2010	5	24	3	0.99425
2010	5	24	4	0.9931
2010	5	24	5	0.9929
2010	5	24	6	0.98965
2010	5	24	7	0.98735
2010	5	24	8	0.98665
2010	5	24	9	0.9805
2010	5	24	10	0.9814
2010	5	24	11	0.97345
2010	5	24	12	0.9789
2010	5	24	13	0.97415
2010	5	24	14	0.98305
2010	5	24	15	0.98395
2010	5	24	16	0.98525
2010	5	24	17	0.9782
2010	5	24	18	0.9885
2010	5	24	19	0.99225
2010	5	24	20	0.9936
2010	5	24	21	0.99305
2010	5	24	22	0.9929
2010	5	24	23	0.9909
2010	5	25	0	0.9868
2010	5	25	1	0.98835
2010	5	25	2	0.9905
2010	5	25	3	0.98895
2010	5	25	4	0.98595
2010	5	25	5	0.98615
2010	5	25	6	0.97445
2010	5	25	7	0.91195
2010	5	25	8	0.70965
2010	5	25	9	0.65925
2010	5	25	10	0.5873
2010	5	25	11	0.6665
2010	5	25	12	0.68435
2010	5	25	13	0.58125
2010	5	25	14	0.54535
2010	5	25	15	0.4628
2010	5	25	16	0.46855
2010	5	25	17	0.5098
2010	5	25	18	0.6587
2010	5	25	19	0.75365
2010	5	25	20	0.8585
2010	5	25	21	0.71515
2010	5	25	22	0.59495
2010	5	25	23	0.5491
2010	5	26	0	0.55
2010	5	26	1	0.56025
2010	5	26	2	0.53135
2010	5	26	3	0.5248
2010	5	26	4	0.5329
2010	5	26	5	0.51445
2010	5	26	6	0.49535
2010	5	26	7	0.4041
2010	5	26	8	0.341
2010	5	26	9	0.372
2010	5	26	10	0.42185
2010	5	26	11	0.3695
2010	5	26	12	0.31685
2010	5	26	13	0.3265
2010	5	26	14	0.38255
2010	5	26	15	0.51075
2010	5	26	16	0.45095
2010	5	26	17	0.4432
2010	5	26	18	0.4588
2010	5	26	19	0.47675
2010	5	26	20	0.5169
2010	5	26	21	0.52865
2010	5	26	22	0.5263
2010	5	26	23	0.50975
2010	5	27	0	0.5016
2010	5	27	1	0.5026
2010	5	27	2	0.50585
2010	5	27	3	0.55725
2010	5	27	4	0.56835
2010	5	27	5	0.4886
2010	5	27	6	0.48135
2010	5	27	7	0.46425
2010	5	27	8	0.4504
2010	5	27	9	0.4318
2010	5	27	10	0.4276
2010	5	27	11	0.36895
2010	5	27	12	0.3723
2010	5	27	13	0.3897
2010	5	27	14	0.43455
2010	5	27	15	0.4931
2010	5	27	16	0.57435
2010	5	27	17	0.63955
2010	5	27	18	0.6656
2010	5	27	19	0.7922
2010	5	27	20	0.7776
2010	5	27	21	0.6887
2010	5	27	22	0.6542
2010	5	27	23	0.604
2010	5	28	0	0.59825
2010	5	28	1	0.5863
2010	5	28	2	0.61415
2010	5	28	3	0.61785
2010	5	28	4	0.6358
2010	5	28	5	0.6935
2010	5	28	6	0.59255
2010	5	28	7	0.5051
2010	5	28	8	0.474
2010	5	28	9	0.47185
2010	5	28	10	0.4475
2010	5	28	11	0.4803
2010	5	28	12	0.6471
2010	5	28	13	0.8404
2010	5	28	14	0.9168
2010	5	28	15	0.9604
2010	5	28	16	0.91025
2010	5	28	17	0.7924
2010	5	28	18	0.89
2010	5	28	19	0.95405
2010	5	28	20	0.86325
2010	5	28	21	0.91245
2010	5	28	22	0.9611
2010	5	28	23	0.95785
2010	5	29	0	0.89885
2010	5	29	1	0.8571
2010	5	29	2	0.90465
2010	5	29	3	0.92505
2010	5	29	4	0.94965
2010	5	29	5	0.97425
2010	5	29	6	0.91935
2010	5	29	7	0.91925
2010	5	29	8	0.9095
2010	5	29	9	0.91635
2010	5	29	10	0.9824
2010	5	29	11	0.82785
2010	5	29	12	0.78545
2010	5	29	13	0.7845
2010	5	29	14	0.93985
2010	5	29	15	0.9781
2010	5	29	16	0.91115
2010	5	29	17	0.78185
2010	5	29	18	0.8214
2010	5	29	19	0.8146
2010	5	29	20	0.90005
2010	5	29	21	0.905
2010	5	29	22	0.956
2010	5	29	23	0.9693
2010	5	30	0	0.9726
2010	5	30	1	0.9616
2010	5	30	2	0.9653
2010	5	30	3	0.97495
2010	5	30	4	0.97125
2010	5	30	5	0.9673
2010	5	30	6	0.8544
2010	5	30	7	0.6822
2010	5	30	8	0.71285
2010	5	30	9	0.656
2010	5	30	10	0.5941
2010	5	30	11	0.58605
2010	5	30	12	0.5548
2010	5	30	13	0.56225
2010	5	30	14	0.5357
2010	5	30	15	0.53055
2010	5	30	16	0.5261
2010	5	30	17	0.52185
2010	5	30	18	0.5785
2010	5	30	19	0.64205
2010	5	30	20	0.69465
2010	5	30	21	0.74995
2010	5	30	22	0.7405
2010	5	30	23	0.80395
2010	5	31	0	0.80145
2010	5	31	1	0.82175
2010	5	31	2	0.72195
2010	5	31	3	0.7331
2010	5	31	4	0.7238
2010	5	31	5	0.7595
2010	5	31	6	0.5851
2010	5	31	7	0.43095
2010	5	31	8	0.36815
2010	5	31	9	0.37975
2010	5	31	10	0.3895
2010	5	31	11	0.39125
2010	5	31	12	0.35525
2010	5	31	13	0.36155
2010	5	31	14	0.3488
2010	5	31	15	0.38
2010	5	31	16	0.3738
2010	5	31	17	0.36505
2010	5	31	18	0.41055
2010	5	31	19	0.4845
2010	5	31	20	0.5219
2010	5	31	21	0.5995
2010	5	31	22	0.73905
2010	5	31	23	0.8356
2010	6	1	0	0.8511
2010	6	1	1	0.874
2010	6	1	2	0.87395
2010	6	1	3	0.87755
2010	6	1	4	0.9214
2010	6	1	5	0.92275
2010	6	1	6	0.9496
2010	6	1	7	0.98155
2010	6	1	8	0.97835
2010	6	1	9	0.94065
2010	6	1	10	0.94975
2010	6	1	11	0.93235
2010	6	1	12	0.96795
2010	6	1	13	0.90975
2010	6	1	14	0.7731
2010	6	1	15	0.75455
2010	6	1	16	0.8189
2010	6	1	17	0.87785
2010	6	1	18	0.9634
2010	6	1	19	0.97225
2010	6	1	20	0.97585
2010	6	1	21	0.9578
2010	6	1	22	0.9537
2010	6	1	23	0.938
2010	6	2	0	0.9438
2010	6	2	1	0.9319
2010	6	2	2	0.94935
2010	6	2	3	0.95435
2010	6	2	4	0.9718
2010	6	2	5	0.9829
2010	6	2	6	0.92925
2010	6	2	7	0.86325
2010	6	2	8	0.8284
2010	6	2	9	0.7611
2010	6	2	10	0.64695
2010	6	2	11	0.6537
2010	6	2	12	0.65825
2010	6	2	13	0.6973
2010	6	2	14	0.64905
2010	6	2	15	0.57675
2010	6	2	16	0.54915
2010	6	2	17	0.5639
2010	6	2	18	0.6068
2010	6	2	19	0.6567
2010	6	2	20	0.7152
2010	6	2	21	0.77865
2010	6	2	22	0.81055
2010	6	2	23	0.8248
2010	6	3	0	0.8445
2010	6	3	1	0.80435
2010	6	3	2	0.87985
2010	6	3	3	0.89625
2010	6	3	4	0.93055
2010	6	3	5	0.92055
2010	6	3	6	0.87575
2010	6	3	7	0.8159
2010	6	3	8	0.86265
2010	6	3	9	0.8793
2010	6	3	10	0.94
2010	6	3	11	0.8703
2010	6	3	12	0.84925
2010	6	3	13	0.81635
2010	6	3	14	0.7893
2010	6	3	15	0.8444
2010	6	3	16	0.84695
2010	6	3	17	0.8138
2010	6	3	18	0.842
2010	6	3	19	0.879
2010	6	3	20	0.9156
2010	6	3	21	0.92815
2010	6	3	22	0.94
2010	6	3	23	0.94845
2010	6	4	0	0.97345
2010	6	4	1	0.99625
2010	6	4	2	1
2010	6	4	3	0.99905
2010	6	4	4	0.9922
2010	6	4	5	0.9886
2010	6	4	6	0.96715
2010	6	4	7	0.9394
2010	6	4	8	0.9677
2010	6	4	9	0.97795
2010	6	4	10	0.896
2010	6	4	11	0.8485
2010	6	4	12	0.8049
2010	6	4	13	0.7757
2010	6	4	14	0.93065
2010	6	4	15	0.89385
2010	6	4	16	0.7927
2010	6	4	17	0.83095
2010	6	4	18	0.84375
2010	6	4	19	0.96235
2010	6	4	20	0.98565
2010	6	4	21	0.99535
2010	6	4	22	0.99425
2010	6	4	23	0.99645
2010	6	5	0	0.9881
2010	6	5	1	0.9533
2010	6	5	2	0.9402
2010	6	5	3	0.9415
2010	6	5	4	0.90045
2010	6	5	5	0.8949
2010	6	5	6	0.889
2010	6	5	7	0.8574
2010	6	5	8	0.7458
2010	6	5	9	0.7174
2010	6	5	10	0.64445
2010	6	5	11	0.6301
2010	6	5	12	0.635
2010	6	5	13	0.59445
2010	6	5	14	0.65155
2010	6	5	15	0.65635
2010	6	5	16	0.61175
2010	6	5	17	0.6098
2010	6	5	18	0.61015
2010	6	5	19	0.7
2010	6	5	20	0.87845
2010	6	5	21	0.8735
2010	6	5	22	0.88965
2010	6	5	23	0.8543
2010	6	6	0	0.8523
2010	6	6	1	0.88425
2010	6	6	2	0.90095
2010	6	6	3	0.9174
2010	6	6	4	0.9366
2010	6	6	5	0.9162
2010	6	6	6	0.8758
2010	6	6	7	0.6915
2010	6	6	8	0.60155
2010	6	6	9	0.5632
2010	6	6	10	0.56
2010	6	6	11	0.54625
2010	6	6	12	0.5271
2010	6	6	13	0.5011
2010	6	6	14	0.5003
2010	6	6	15	0.4524
2010	6	6	16	0.448
2010	6	6	17	0.4912
2010	6	6	18	0.53695
2010	6	6	19	0.5352
2010	6	6	20	0.70165
2010	6	6	21	0.782
2010	6	6	22	0.8897
2010	6	6	23	0.91375
2010	6	7	0	0.94455
2010	6	7	1	0.9567
2010	6	7	2	0.9782
2010	6	7	3	0.97535
2010	6	7	4	0.9775
2010	6	7	5	0.94575
2010	6	7	6	0.9258
2010	6	7	7	0.7065
2010	6	7	8	0.7115
2010	6	7	9	0.69865
2010	6	7	10	0.69385
2010	6	7	11	0.70935
2010	6	7	12	0.76675
2010	6	7	13	0.74855
2010	6	7	14	0.748
2010	6	7	15	0.82565
2010	6	7	16	0.83275
2010	6	7	17	0.83055
2010	6	7	18	0.82235
2010	6	7	19	0.86075
2010	6	7	20	0.90465
2010	6	7	21	0.8785
2010	6	7	22	0.9226
2010	6	7	23	0.9481
2010	6	8	0	0.9282
2010	6	8	1	0.9281
2010	6	8	2	0.94875
2010	6	8	3	0.94745
2010	6	8	4	0.9466
2010	6	8	5	0.95355
2010	6	8	6	0.88035
2010	6	8	7	0.72795
2010	6	8	8	0.63795
2010	6	8	9	0.6765
2010	6	8	10	0.33655
2010	6	8	11	0.43035
2010	6	8	12	0.454
2010	6	8	13	0.3428
2010	6	8	14	0.2682
2010	6	8	15	0.21925
2010	6	8	16	0.1786
2010	6	8	17	0.18515
2010	6	8	18	0.2782
2010	6	8	19	0.3306
2010	6	8	20	0.3853
2010	6	8	21	0.4985
2010	6	8	22	0.5555
2010	6	8	23	0.51665
2010	6	9	0	0.5014
2010	6	9	1	0.4656
2010	6	9	2	0.73365
2010	6	9	3	0.94865
