RH	(%)			
2009	12	23	20	0.91175
2009	12	23	21	0.90855
2009	12	23	22	0.90635
2009	12	23	23	0.9092
2009	12	24	0	0.9075
2009	12	24	1	0.89685
2009	12	24	2	0.90025
2009	12	24	3	0.88395
2009	12	24	4	0.8815
2009	12	24	5	0.8888
2009	12	24	6	0.90255
2009	12	24	7	0.8863
2009	12	24	8	0.89815
2009	12	24	9	0.887
2009	12	24	10	0.853
2009	12	24	11	0.8633
2009	12	24	12	0.86165
2009	12	24	13	0.86725
2009	12	24	14	0.8568
2009	12	24	15	0.882
2009	12	24	16	0.90535
2009	12	24	17	0.9144
2009	12	24	18	0.9112
2009	12	24	19	0.91035
2009	12	24	20	0.9156
2009	12	24	21	0.91645
2009	12	24	22	0.91585
2009	12	24	23	0.91775
2009	12	25	0	0.91265
2009	12	25	1	0.91925
2009	12	25	2	0.9164
2009	12	25	3	0.91385
2009	12	25	4	0.9142
2009	12	25	5	0.908
2009	12	25	6	0.9212
2009	12	25	7	0.9186
2009	12	25	8	0.9111
2009	12	25	9	0.856
2009	12	25	10	0.8204
2009	12	25	11	0.7944
2009	12	25	12	0.8004
2009	12	25	13	0.8405
2009	12	25	14	0.8593
2009	12	25	15	0.86765
2009	12	25	16	0.8489
2009	12	25	17	0.88495
2009	12	25	18	0.88115
2009	12	25	19	0.9024
2009	12	25	20	0.8843
2009	12	25	21	0.89365
2009	12	25	22	0.91415
2009	12	25	23	0.87635
2009	12	26	0	0.87475
2009	12	26	1	0.88185
2009	12	26	2	0.90005
2009	12	26	3	0.90925
2009	12	26	4	0.912
2009	12	26	5	0.904
2009	12	26	6	0.90565
2009	12	26	7	0.9133
2009	12	26	8	0.906
2009	12	26	9	0.6207
2009	12	26	10	0.4352
2009	12	26	11	0.4318
2009	12	26	12	0.54645
2009	12	26	13	0.5239
2009	12	26	14	0.5666
2009	12	26	15	0.63545
2009	12	26	16	0.65035
2009	12	26	17	0.84845
2009	12	26	18	0.88865
2009	12	26	19	0.9005
2009	12	26	20	0.80235
2009	12	26	21	0.7803
2009	12	26	22	0.7886
2009	12	26	23	0.84205
2009	12	27	0	0.79565
2009	12	27	1	0.6463
2009	12	27	2	0.55545
2009	12	27	3	0.5136
2009	12	27	4	0.46435
2009	12	27	5	0.507
2009	12	27	6	0.53325
2009	12	27	7	0.516
2009	12	27	8	0.55255
2009	12	27	9	0.43695
2009	12	27	10	0.38885
2009	12	27	11	0.4056
2009	12	27	12	0.43485
2009	12	27	13	0.4442
2009	12	27	14	0.4892
2009	12	27	15	0.5297
2009	12	27	16	0.5681
2009	12	27	17	0.60355
2009	12	27	18	0.64475
2009	12	27	19	0.6421
2009	12	27	20	0.6748
2009	12	27	21	0.838
2009	12	27	22	0.8338
2009	12	27	23	0.8761
2009	12	28	0	0.86685
2009	12	28	1	0.8763
2009	12	28	2	0.87785
2009	12	28	3	0.82695
2009	12	28	4	0.83505
2009	12	28	5	0.84045
2009	12	28	6	0.8562
2009	12	28	7	0.832
2009	12	28	8	0.84605
2009	12	28	9	0.513
2009	12	28	10	0.39525
2009	12	28	11	0.44115
2009	12	28	12	0.42225
2009	12	28	13	0.3973
2009	12	28	14	0.37015
2009	12	28	15	0.45265
2009	12	28	16	0.5498
2009	12	28	17	0.73775
2009	12	28	18	0.79605
2009	12	28	19	0.7508
2009	12	28	20	0.71625
2009	12	28	21	0.7132
2009	12	28	22	0.66785
2009	12	28	23	0.7144
2009	12	29	0	0.73305
2009	12	29	1	0.78465
2009	12	29	2	0.80005
2009	12	29	3	0.7596
2009	12	29	4	0.6895
2009	12	29	5	0.71425
2009	12	29	6	0.8194
2009	12	29	7	0.8336
2009	12	29	8	0.74665
2009	12	29	9	0.7294
2009	12	29	10	0.7043
2009	12	29	11	0.85685
2009	12	29	12	0.877
2009	12	29	13	0.85455
2009	12	29	14	0.8747
2009	12	29	15	0.8824
2009	12	29	16	0.9432
2009	12	29	17	0.95115
2009	12	29	18	0.9526
2009	12	29	19	0.94955
2009	12	29	20	0.9482
2009	12	29	21	0.94615
2009	12	29	22	0.9452
2009	12	29	23	0.94345
2009	12	30	0	0.94415
2009	12	30	1	0.94345
2009	12	30	2	0.94535
2009	12	30	3	0.945
2009	12	30	4	0.9445
2009	12	30	5	0.94635
2009	12	30	6	0.9467
2009	12	30	7	0.94705
2009	12	30	8	0.94805
2009	12	30	9	0.94815
2009	12	30	10	0.94385
2009	12	30	11	0.94285
2009	12	30	12	0.94365
2009	12	30	13	0.942
2009	12	30	14	0.9372
2009	12	30	15	0.9366
2009	12	30	16	0.94145
2009	12	30	17	0.9411
2009	12	30	18	0.9384
2009	12	30	19	0.9396
2009	12	30	20	0.93485
2009	12	30	21	0.93775
2009	12	30	22	0.9379
2009	12	30	23	0.9398
2009	12	31	0	0.9416
2009	12	31	1	0.9411
2009	12	31	2	0.9408
2009	12	31	3	0.9401
2009	12	31	4	0.93975
2009	12	31	5	0.9396
2009	12	31	6	0.93825
2009	12	31	7	0.9357
2009	12	31	8	0.93725
2009	12	31	9	0.93945
2009	12	31	10	0.94325
2009	12	31	11	0.9445
2009	12	31	12	0.943
2009	12	31	13	0.94335
2009	12	31	14	0.94245
2009	12	31	15	0.9413
2009	12	31	16	0.94025
2009	12	31	17	0.94005
2009	12	31	18	0.9413
2009	12	31	19	0.9403
2009	12	31	20	0.942
2009	12	31	21	0.94465
2009	12	31	22	0.9491
2009	12	31	23	0.95345
2010	1	1	0	0.96135
2010	1	1	1	0.96755
2010	1	1	2	0.9668
2010	1	1	3	0.96905
2010	1	1	4	0.9741
2010	1	1	5	0.9758
2010	1	1	6	0.9765
2010	1	1	7	0.97595
2010	1	1	8	0.97985
2010	1	1	9	0.9847
2010	1	1	10	0.98405
2010	1	1	11	0.9843
2010	1	1	12	0.9851
2010	1	1	13	0.9853
2010	1	1	14	0.98495
2010	1	1	15	0.98445
2010	1	1	16	0.9826
2010	1	1	17	0.98225
2010	1	1	18	0.9819
2010	1	1	19	0.98125
2010	1	1	20	0.984
2010	1	1	21	0.98495
2010	1	1	22	0.9883
2010	1	1	23	0.9885
2010	1	2	0	0.987
2010	1	2	1	0.9868
2010	1	2	2	0.9863
2010	1	2	3	0.98665
2010	1	2	4	0.98645
2010	1	2	5	0.98445
2010	1	2	6	0.9821
2010	1	2	7	0.98005
2010	1	2	8	0.97415
2010	1	2	9	0.9736
2010	1	2	10	0.97405
2010	1	2	11	0.9706
2010	1	2	12	0.97345
2010	1	2	13	0.97415
2010	1	2	14	0.9743
2010	1	2	15	0.9748
2010	1	2	16	0.97045
2010	1	2	17	0.96965
2010	1	2	18	0.9682
2010	1	2	19	0.9645
2010	1	2	20	0.9628
2010	1	2	21	0.96285
2010	1	2	22	0.96105
2010	1	2	23	0.9638
2010	1	3	0	0.965
2010	1	3	1	0.965
2010	1	3	2	0.9638
2010	1	3	3	0.9628
2010	1	3	4	0.9633
2010	1	3	5	0.96295
2010	1	3	6	0.9626
2010	1	3	7	0.96515
2010	1	3	8	0.96515
2010	1	3	9	0.96705
2010	1	3	10	0.9716
2010	1	3	11	0.97665
2010	1	3	12	0.97605
2010	1	3	13	0.98055
2010	1	3	14	0.97835
2010	1	3	15	0.9724
2010	1	3	16	0.96565
2010	1	3	17	0.96505
2010	1	3	18	0.9597
2010	1	3	19	0.94895
2010	1	3	20	0.94445
2010	1	3	21	0.95175
2010	1	3	22	0.95275
2010	1	3	23	0.9519
2010	1	4	0	0.9539
2010	1	4	1	0.9558
2010	1	4	2	0.9579
2010	1	4	3	0.9551
2010	1	4	4	0.95715
2010	1	4	5	0.95275
2010	1	4	6	0.95095
2010	1	4	7	0.94995
2010	1	4	8	0.95435
2010	1	4	9	0.9596
2010	1	4	10	0.96695
2010	1	4	11	0.98435
2010	1	4	12	0.98165
2010	1	4	13	0.9836
2010	1	4	14	0.9513
2010	1	4	15	0.95335
2010	1	4	16	0.93035
2010	1	4	17	0.9357
2010	1	4	18	0.9433
2010	1	4	19	0.9359
2010	1	4	20	0.90355
2010	1	4	21	0.89105
2010	1	4	22	0.83915
2010	1	4	23	0.8283
2010	1	5	0	0.80595
2010	1	5	1	0.73015
2010	1	5	2	0.67995
2010	1	5	3	0.6545
2010	1	5	4	0.6719
2010	1	5	5	0.652
2010	1	5	6	0.67525
2010	1	5	7	0.6851
2010	1	5	8	0.829
2010	1	5	9	0.804
2010	1	5	10	0.7899
2010	1	5	11	0.8581
2010	1	5	12	0.77265
2010	1	5	13	0.79205
2010	1	5	14	0.84785
2010	1	5	15	0.95605
2010	1	5	16	0.9738
2010	1	5	17	0.9761
2010	1	5	18	0.9765
2010	1	5	19	0.9538
2010	1	5	20	0.94555
2010	1	5	21	0.9344
2010	1	5	22	0.9449
2010	1	5	23	0.9806
2010	1	6	0	0.9824
2010	1	6	1	0.98275
2010	1	6	2	0.97545
2010	1	6	3	0.9809
2010	1	6	4	0.98915
2010	1	6	5	0.99085
2010	1	6	6	0.99035
2010	1	6	7	0.9939
2010	1	6	8	0.99255
2010	1	6	9	0.99155
2010	1	6	10	0.9907
2010	1	6	11	0.9914
2010	1	6	12	0.98965
2010	1	6	13	0.98785
2010	1	6	14	0.98225
2010	1	6	15	0.9823
2010	1	6	16	0.9797
2010	1	6	17	0.96955
2010	1	6	18	0.97035
2010	1	6	19	0.966
2010	1	6	20	0.957
2010	1	6	21	0.9462
2010	1	6	22	0.94565
2010	1	6	23	0.9429
2010	1	7	0	0.9293
2010	1	7	1	0.9153
2010	1	7	2	0.9184
2010	1	7	3	0.91035
2010	1	7	4	0.90785
2010	1	7	5	0.9173
2010	1	7	6	0.91635
2010	1	7	7	0.9055
2010	1	7	8	0.91345
2010	1	7	9	0.90125
2010	1	7	10	0.84555
2010	1	7	11	0.65545
2010	1	7	12	0.40265
2010	1	7	13	0.4348
2010	1	7	14	0.35885
2010	1	7	15	0.56365
2010	1	7	16	0.61005
2010	1	7	17	0.7859
2010	1	7	18	0.7821
2010	1	7	19	0.73715
2010	1	7	20	0.6821
2010	1	7	21	0.7219
2010	1	7	22	0.6755
2010	1	7	23	0.53905
2010	1	8	0	0.4972
2010	1	8	1	0.5604
2010	1	8	2	0.5717
2010	1	8	3	0.63335
2010	1	8	4	0.6183
2010	1	8	5	0.5583
2010	1	8	6	0.6475
2010	1	8	7	0.6266
2010	1	8	8	0.6527
2010	1	8	9	0.5601
2010	1	8	10	0.23535
2010	1	8	11	0.1451
2010	1	8	12	0.1444
2010	1	8	13	0.22505
2010	1	8	14	0.1783
2010	1	8	15	0.19815
2010	1	8	16	0.19875
2010	1	8	17	0.19545
2010	1	8	18	0.17495
2010	1	8	19	0.18865
2010	1	8	20	0.1922
2010	1	8	21	0.1788
2010	1	8	22	0.1776
2010	1	8	23	0.1602
2010	1	9	0	0.17575
2010	1	9	1	0.2172
2010	1	9	2	0.2
2010	1	9	3	0.1949
2010	1	9	4	0.15465
2010	1	9	5	0.17335
2010	1	9	6	0.2288
2010	1	9	7	0.29375
2010	1	9	8	0.45975
2010	1	9	9	0.34675
2010	1	9	10	0.3551
2010	1	9	11	0.3576
2010	1	9	12	0.3656
2010	1	9	13	0.41055
2010	1	9	14	0.4434
2010	1	9	15	0.545
2010	1	9	16	0.6947
2010	1	9	17	0.7547
2010	1	9	18	0.77025
2010	1	9	19	0.73475
2010	1	9	20	0.80875
2010	1	9	21	0.86255
2010	1	9	22	0.9323
2010	1	9	23	0.96515
2010	1	10	0	0.95735
2010	1	10	1	0.88485
2010	1	10	2	0.9034
2010	1	10	3	0.94665
2010	1	10	4	0.96135
2010	1	10	5	0.97105
2010	1	10	6	0.9606
2010	1	10	7	0.9655
2010	1	10	8	0.95995
2010	1	10	9	0.76915
2010	1	10	10	0.63155
2010	1	10	11	0.61485
2010	1	10	12	0.6362
2010	1	10	13	0.6176
2010	1	10	14	0.61455
2010	1	10	15	0.6593
2010	1	10	16	0.7143
2010	1	10	17	0.7643
2010	1	10	18	0.86275
2010	1	10	19	0.91285
2010	1	10	20	0.9144
2010	1	10	21	0.91065
2010	1	10	22	0.91235
2010	1	10	23	0.91235
2010	1	11	0	0.9375
2010	1	11	1	0.9365
2010	1	11	2	0.87015
2010	1	11	3	0.90555
2010	1	11	4	0.91195
2010	1	11	5	0.93315
2010	1	11	6	0.93735
2010	1	11	7	0.87545
2010	1	11	8	0.8878
2010	1	11	9	0.596
2010	1	11	10	0.45225
2010	1	11	11	0.5047
2010	1	11	12	0.4579
2010	1	11	13	0.4744
2010	1	11	14	0.3958
2010	1	11	15	0.46215
2010	1	11	16	0.55425
2010	1	11	17	0.4203
2010	1	11	18	0.3292
2010	1	11	19	0.3188
2010	1	11	20	0.30645
2010	1	11	21	0.49995
2010	1	11	22	0.6627
2010	1	11	23	0.6291
2010	1	12	0	0.5192
2010	1	12	1	0.5187
2010	1	12	2	0.67475
2010	1	12	3	0.60975
2010	1	12	4	0.42745
2010	1	12	5	0.52265
2010	1	12	6	0.4143
2010	1	12	7	0.3112
2010	1	12	8	0.4096
2010	1	12	9	0.3294
2010	1	12	10	0.3333
2010	1	12	11	0.33515
2010	1	12	12	0.3353
2010	1	12	13	0.4121
2010	1	12	14	0.3619
2010	1	12	15	0.3574
2010	1	12	16	0.3541
2010	1	12	17	0.484
2010	1	12	18	0.5118
2010	1	12	19	0.5604
2010	1	12	20	0.5412
2010	1	12	21	0.6594
2010	1	12	22	0.70255
2010	1	12	23	0.6336
2010	1	13	0	0.5493
2010	1	13	1	0.56185
2010	1	13	2	0.55945
2010	1	13	3	0.6088
2010	1	13	4	0.6608
2010	1	13	5	0.75715
2010	1	13	6	0.78775
2010	1	13	7	0.7558
2010	1	13	8	0.75835
2010	1	13	9	0.59335
2010	1	13	10	0.4328
2010	1	13	11	0.42885
2010	1	13	12	0.4129
2010	1	13	13	0.43545
2010	1	13	14	0.5728
2010	1	13	15	0.51175
2010	1	13	16	0.5849
2010	1	13	17	0.6234
2010	1	13	18	0.66545
2010	1	13	19	0.70145
2010	1	13	20	0.712
2010	1	13	21	0.6658
2010	1	13	22	0.7084
2010	1	13	23	0.71795
2010	1	14	0	0.74435
2010	1	14	1	0.79595
2010	1	14	2	0.84625
2010	1	14	3	0.90395
2010	1	14	4	0.95315
2010	1	14	5	0.95345
2010	1	14	6	0.968
2010	1	14	7	0.96145
2010	1	14	8	0.944
2010	1	14	9	0.9157
2010	1	14	10	0.8996
2010	1	14	11	0.89765
2010	1	14	12	0.8918
2010	1	14	13	0.8842
2010	1	14	14	0.89975
2010	1	14	15	0.89925
2010	1	14	16	0.9491
2010	1	14	17	0.9503
2010	1	14	18	0.9422
2010	1	14	19	0.9645
2010	1	14	20	0.97365
2010	1	14	21	0.9685
2010	1	14	22	0.9225
2010	1	14	23	0.97055
2010	1	15	0	0.96175
2010	1	15	1	0.94785
2010	1	15	2	0.94805
2010	1	15	3	0.9465
2010	1	15	4	0.9013
2010	1	15	5	0.7975
2010	1	15	6	0.77255
2010	1	15	7	0.82215
2010	1	15	8	0.6427
2010	1	15	9	0.5611
2010	1	15	10	0.4499
2010	1	15	11	0.43975
2010	1	15	12	0.41935
2010	1	15	13	0.56485
2010	1	15	14	0.4523
2010	1	15	15	0.52385
2010	1	15	16	0.38265
2010	1	15	17	0.28725
2010	1	15	18	0.30135
2010	1	15	19	0.33415
2010	1	15	20	0.25625
2010	1	15	21	0.2625
2010	1	15	22	0.2583
2010	1	15	23	0.23545
2010	1	16	0	0.23375
2010	1	16	1	0.36345
2010	1	16	2	0.3023
2010	1	16	3	0.25515
2010	1	16	4	0.22905
2010	1	16	5	0.2727
2010	1	16	6	0.2705
2010	1	16	7	0.31925
2010	1	16	8	0.2665
2010	1	16	9	0.23005
2010	1	16	10	0.1919
2010	1	16	11	0.1671
2010	1	16	12	0.1707
2010	1	16	13	0.1862
2010	1	16	14	0.2261
2010	1	16	15	0.2216
2010	1	16	16	0.28045
2010	1	16	17	0.36645
2010	1	16	18	0.3453
2010	1	16	19	0.3849
2010	1	16	20	0.3414
2010	1	16	21	0.3739
2010	1	16	22	0.42835
2010	1	16	23	0.51535
2010	1	17	0	0.5366
2010	1	17	1	0.4679
2010	1	17	2	0.50175
2010	1	17	3	0.5304
2010	1	17	4	0.57315
2010	1	17	5	0.62885
2010	1	17	6	0.7249
2010	1	17	7	0.6446
2010	1	17	8	0.57805
2010	1	17	9	0.4675
2010	1	17	10	0.4248
2010	1	17	11	0.4115
2010	1	17	12	0.4136
2010	1	17	13	0.4072
2010	1	17	14	0.4052
2010	1	17	15	0.43105
2010	1	17	16	0.52875
2010	1	17	17	0.6445
2010	1	17	18	0.7316
2010	1	17	19	0.68565
2010	1	17	20	0.61545
2010	1	17	21	0.56505
2010	1	17	22	0.5719
2010	1	17	23	0.60345
2010	1	18	0	0.6614
2010	1	18	1	0.68345
2010	1	18	2	0.72465
2010	1	18	3	0.7997
2010	1	18	4	0.80495
2010	1	18	5	0.82475
2010	1	18	6	0.95125
2010	1	18	7	0.9761
2010	1	18	8	0.9773
2010	1	18	9	0.9757
2010	1	18	10	0.9677
2010	1	18	11	0.94955
2010	1	18	12	0.8715
2010	1	18	13	0.88875
2010	1	18	14	0.9153
2010	1	18	15	0.9082
2010	1	18	16	0.8925
2010	1	18	17	0.91045
2010	1	18	18	0.9185
2010	1	18	19	0.91085
2010	1	18	20	0.9388
2010	1	18	21	0.9777
2010	1	18	22	0.97955
2010	1	18	23	0.9826
2010	1	19	0	0.98155
2010	1	19	1	0.9819
2010	1	19	2	0.9824
2010	1	19	3	0.98645
2010	1	19	4	0.9841
2010	1	19	5	0.98155
2010	1	19	6	0.97615
2010	1	19	7	0.97765
2010	1	19	8	0.97755
2010	1	19	9	0.9711
2010	1	19	10	0.963
2010	1	19	11	0.9601
2010	1	19	12	0.9515
2010	1	19	13	0.94085
2010	1	19	14	0.92795
2010	1	19	15	0.872
2010	1	19	16	0.8876
2010	1	19	17	0.93615
2010	1	19	18	0.94025
2010	1	19	19	0.97235
2010	1	19	20	0.93365
2010	1	19	21	0.94975
2010	1	19	22	0.91955
2010	1	19	23	0.93125
2010	1	20	0	0.93085
2010	1	20	1	0.9313
2010	1	20	2	0.9312
2010	1	20	3	0.9293
2010	1	20	4	0.9105
2010	1	20	5	0.9349
2010	1	20	6	0.9324
2010	1	20	7	0.919
2010	1	20	8	0.9154
2010	1	20	9	0.891
2010	1	20	10	0.8627
2010	1	20	11	0.84855
2010	1	20	12	0.88805
2010	1	20	13	0.88405
2010	1	20	14	0.9449
2010	1	20	15	0.9211
2010	1	20	16	0.884
2010	1	20	17	0.9407
2010	1	20	18	0.93825
2010	1	20	19	0.92395
2010	1	20	20	0.93085
2010	1	20	21	0.9052
2010	1	20	22	0.8542
2010	1	20	23	0.8967
2010	1	21	0	0.91525
2010	1	21	1	0.9425
2010	1	21	2	0.94975
2010	1	21	3	0.96395
2010	1	21	4	0.96715
2010	1	21	5	0.9645
2010	1	21	6	0.9633
2010	1	21	7	0.96685
2010	1	21	8	0.96595
2010	1	21	9	0.96265
2010	1	21	10	0.96275
2010	1	21	11	0.9461
2010	1	21	12	0.9053
2010	1	21	13	0.92215
2010	1	21	14	0.9119
2010	1	21	15	0.88135
2010	1	21	16	0.8871
2010	1	21	17	0.9264
2010	1	21	18	0.9156
2010	1	21	19	0.9765
2010	1	21	20	0.97125
2010	1	21	21	0.958
2010	1	21	22	0.94245
2010	1	21	23	0.94655
2010	1	22	0	0.96905
2010	1	22	1	0.97105
2010	1	22	2	0.96955
2010	1	22	3	0.9694
2010	1	22	4	0.97375
2010	1	22	5	0.9768
2010	1	22	6	0.97475
2010	1	22	7	0.9719
2010	1	22	8	0.97035
2010	1	22	9	0.96885
2010	1	22	10	0.9624
2010	1	22	11	0.95895
2010	1	22	12	0.96365
2010	1	22	13	0.9663
2010	1	22	14	0.96785
2010	1	22	15	0.96685
2010	1	22	16	0.96655
2010	1	22	17	0.96885
2010	1	22	18	0.9673
2010	1	22	19	0.966
2010	1	22	20	0.96565
2010	1	22	21	0.96365
2010	1	22	22	0.9609
2010	1	22	23	0.9604
2010	1	23	0	0.9594
2010	1	23	1	0.9592
2010	1	23	2	0.95655
2010	1	23	3	0.9558
2010	1	23	4	0.95365
2010	1	23	5	0.9544
2010	1	23	6	0.9532
2010	1	23	7	0.95205
2010	1	23	8	0.95075
2010	1	23	9	0.9508
2010	1	23	10	0.9519
2010	1	23	11	0.9511
2010	1	23	12	0.9447
2010	1	23	13	0.94635
2010	1	23	14	0.9467
2010	1	23	15	0.9469
2010	1	23	16	0.95055
2010	1	23	17	0.9522
2010	1	23	18	0.95205
2010	1	23	19	0.9517
2010	1	23	20	0.95225
2010	1	23	21	0.9519
2010	1	23	22	0.9509
2010	1	23	23	0.9504
2010	1	24	0	0.9494
2010	1	24	1	0.9482
2010	1	24	2	0.94855
2010	1	24	3	0.9477
2010	1	24	4	0.9477
2010	1	24	5	0.94755
2010	1	24	6	0.9479
2010	1	24	7	0.9467
2010	1	24	8	0.94605
2010	1	24	9	0.94655
2010	1	24	10	0.94935
2010	1	24	11	0.9552
2010	1	24	12	0.96075
2010	1	24	13	0.95485
2010	1	24	14	0.9509
2010	1	24	15	0.9506
2010	1	24	16	0.9467
2010	1	24	17	0.94535
2010	1	24	18	0.9421
2010	1	24	19	0.9399
2010	1	24	20	0.9378
2010	1	24	21	0.9377
2010	1	24	22	0.93445
2010	1	24	23	0.9345
2010	1	25	0	0.9345
2010	1	25	1	0.93955
2010	1	25	2	0.94185
2010	1	25	3	0.9408
2010	1	25	4	0.94095
2010	1	25	5	0.9442
2010	1	25	6	0.9453
2010	1	25	7	0.94535
2010	1	25	8	0.9494
2010	1	25	9	0.95125
2010	1	25	10	0.95145
2010	1	25	11	0.95265
2010	1	25	12	0.95415
2010	1	25	13	0.96335
2010	1	25	14	0.9677
2010	1	25	15	0.97405
2010	1	25	16	0.97325
2010	1	25	17	0.9663
2010	1	25	18	0.96455
2010	1	25	19	0.96295
2010	1	25	20	0.95975
2010	1	25	21	0.9439
2010	1	25	22	0.93685
2010	1	25	23	0.95225
2010	1	26	0	0.95565
2010	1	26	1	0.9489
2010	1	26	2	0.94345
2010	1	26	3	0.9402
2010	1	26	4	0.9446
2010	1	26	5	0.9565
2010	1	26	6	0.9702
2010	1	26	7	0.97125
2010	1	26	8	0.9704
2010	1	26	9	0.9749
2010	1	26	10	0.9792
2010	1	26	11	0.98525
2010	1	26	12	0.98105
2010	1	26	13	0.9843
2010	1	26	14	0.98695
2010	1	26	15	0.9878
2010	1	26	16	0.9904
2010	1	26	17	0.98535
2010	1	26	18	0.98105
2010	1	26	19	0.97885
2010	1	26	20	0.9752
2010	1	26	21	0.9729
2010	1	26	22	0.96905
2010	1	26	23	0.9662
2010	1	27	0	0.96345
2010	1	27	1	0.96615
2010	1	27	2	0.9595
2010	1	27	3	0.95515
2010	1	27	4	0.9558
2010	1	27	5	0.9553
2010	1	27	6	0.9582
2010	1	27	7	0.959
2010	1	27	8	0.9546
2010	1	27	9	0.9577
2010	1	27	10	0.97165
2010	1	27	11	0.97145
2010	1	27	12	0.95995
2010	1	27	13	0.9628
2010	1	27	14	0.9632
2010	1	27	15	0.9669
2010	1	27	16	0.97185
2010	1	27	17	0.9735
2010	1	27	18	0.9665
2010	1	27	19	0.9655
2010	1	27	20	0.96515
2010	1	27	21	0.96585
2010	1	27	22	0.9653
2010	1	27	23	0.9628
2010	1	28	0	0.96245
2010	1	28	1	0.9616
2010	1	28	2	0.95955
2010	1	28	3	0.95925
2010	1	28	4	0.95925
2010	1	28	5	0.95875
2010	1	28	6	0.9523
2010	1	28	7	0.94875
2010	1	28	8	0.94655
2010	1	28	9	0.93985
2010	1	28	10	0.93885
2010	1	28	11	0.9382
2010	1	28	12	0.9245
2010	1	28	13	0.7846
2010	1	28	14	0.68225
2010	1	28	15	0.69325
2010	1	28	16	0.8218
2010	1	28	17	0.93205
2010	1	28	18	0.954
2010	1	28	19	0.9428
2010	1	28	20	0.95395
2010	1	28	21	0.94685
2010	1	28	22	0.9511
2010	1	28	23	0.9566
2010	1	29	0	0.9392
2010	1	29	1	0.93255
2010	1	29	2	0.9455
2010	1	29	3	0.9458
2010	1	29	4	0.94105
2010	1	29	5	0.9286
2010	1	29	6	0.9406
2010	1	29	7	0.93805
2010	1	29	8	0.91705
2010	1	29	9	0.8132
2010	1	29	10	0.7497
2010	1	29	11	0.61115
2010	1	29	12	0.59685
2010	1	29	13	0.5784
2010	1	29	14	0.57455
2010	1	29	15	0.58805
2010	1	29	16	0.761
2010	1	29	17	0.8494
2010	1	29	18	0.8884
2010	1	29	19	0.8469
2010	1	29	20	0.90915
2010	1	29	21	0.94315
2010	1	29	22	0.9335
2010	1	29	23	0.8588
2010	1	30	0	0.7628
2010	1	30	1	0.74385
2010	1	30	2	0.84935
2010	1	30	3	0.5988
2010	1	30	4	0.85015
2010	1	30	5	0.56865
2010	1	30	6	0.66905
2010	1	30	7	0.891
2010	1	30	8	0.7523
2010	1	30	9	0.67165
2010	1	30	10	0.45325
2010	1	30	11	0.42025
2010	1	30	12	0.4586
2010	1	30	13	0.51405
2010	1	30	14	0.4999
2010	1	30	15	0.54145
2010	1	30	16	0.6263
2010	1	30	17	0.74595
2010	1	30	18	0.8375
2010	1	30	19	0.88425
2010	1	30	20	0.8963
2010	1	30	21	0.9083
2010	1	30	22	0.956
2010	1	30	23	0.97345
2010	1	31	0	0.97395
2010	1	31	1	0.97495
2010	1	31	2	0.9734
2010	1	31	3	0.9692
2010	1	31	4	0.969
2010	1	31	5	0.96885
2010	1	31	6	0.96855
2010	1	31	7	0.96835
2010	1	31	8	0.967
2010	1	31	9	0.96295
2010	1	31	10	0.9596
2010	1	31	11	0.9633
2010	1	31	12	0.9611
2010	1	31	13	0.9628
2010	1	31	14	0.96245
2010	1	31	15	0.96565
2010	1	31	16	0.9663
2010	1	31	17	0.967
2010	1	31	18	0.968
2010	1	31	19	0.96805
2010	1	31	20	0.96685
2010	1	31	21	0.966
2010	1	31	22	0.9655
2010	1	31	23	0.9648
2010	2	1	0	0.9643
2010	2	1	1	0.96315
2010	2	1	2	0.9633
2010	2	1	3	0.96295
2010	2	1	4	0.9621
2010	2	1	5	0.9606
2010	2	1	6	0.96045
2010	2	1	7	0.9588
2010	2	1	8	0.9578
2010	2	1	9	0.9569
2010	2	1	10	0.95825
2010	2	1	11	0.96035
2010	2	1	12	0.94715
2010	2	1	13	0.95375
2010	2	1	14	0.959
2010	2	1	15	0.9607
2010	2	1	16	0.9624
2010	2	1	17	0.9628
2010	2	1	18	0.9581
2010	2	1	19	0.94805
2010	2	1	20	0.94025
2010	2	1	21	0.9403
2010	2	1	22	0.9502
2010	2	1	23	0.9479
2010	2	2	0	0.9436
2010	2	2	1	0.9499
2010	2	2	2	0.9516
2010	2	2	3	0.9533
2010	2	2	4	0.9514
2010	2	2	5	0.95225
2010	2	2	6	0.94975
2010	2	2	7	0.9462
2010	2	2	8	0.94805
2010	2	2	9	0.94175
2010	2	2	10	0.94875
2010	2	2	11	0.94845
2010	2	2	12	0.9071
2010	2	2	13	0.82215
2010	2	2	14	0.74415
2010	2	2	15	0.70535
2010	2	2	16	0.7276
2010	2	2	17	0.8691
2010	2	2	18	0.93575
2010	2	2	19	0.93025
2010	2	2	20	0.91775
2010	2	2	21	0.921
2010	2	2	22	0.89605
2010	2	2	23	0.93605
2010	2	3	0	0.93885
2010	2	3	1	0.94685
2010	2	3	2	0.94225
2010	2	3	3	0.93715
2010	2	3	4	0.9416
2010	2	3	5	0.9057
2010	2	3	6	0.9096
2010	2	3	7	0.90355
2010	2	3	8	0.8861
2010	2	3	9	0.8347
2010	2	3	10	0.82275
2010	2	3	11	0.898
2010	2	3	12	0.77155
2010	2	3	13	0.70485
2010	2	3	14	0.66585
